1,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6912.223483717696,67650440
42,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6912.223483717696,68268136
99,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6986.205157246399,68063312
1,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6986.205157246401,67167184
42,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6912.223483717696,69343381
99,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6986.205157246401,68521386
1,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6912.223483717695,65160122
42,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6912.223483717697,67123617
99,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6986.205157246401,65953132
1,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6912.223483717695,49612158
42,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6986.205157246399,49815886
99,0.0,0.03,ORDER,SHIFT,TOURNAMENT,-6986.205157246399,49224993
1,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6912.223483717695,50050389
42,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6912.223483717697,49357666
99,0.0,0.05,ORDER,SHIFT,TOURNAMENT,-6986.205157246399,50144848
1,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6986.205157246399,49231811
42,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6912.223483717696,48628273
99,0.0,0.1,ORDER,SHIFT,TOURNAMENT,-6986.205157246401,48751695
