2786.6837398098996,36889.88250929963,12098.109891003347,2469.47539750685,41436.946022338496,138156.3834883282,178976.26734158563,30019.730802646067,30210.858439173742,43872.015118337404,54962.96277750072,80878.11062005365,52294.01181156264,49851.33600948166,111987.63263770593,16097.361632613995,132543.3575966634,4007.4898279978097,
2757.9415463702862,36860.37830010504,12106.16385849053,2478.573198926246,41323.289888953084,138161.07014061278,179007.42958151284,29931.23301352968,30075.687845015596,43866.655152895626,54975.04953756617,80836.69710150678,52044.2011928061,50037.42005560184,112071.1290630114,16081.709768455456,131775.9860346593,3990.0284733024237,
2763.812813788885,36879.81081424199,12085.019432854553,2486.399384991732,41354.39894002207,138356.47140427315,179068.61704664674,29858.316062642567,30127.629913862507,43854.35988585092,55173.199191535234,80853.21573007862,51717.41939788309,49609.64446770722,111655.85427567607,16057.284858705221,130869.72787393823,3992.113999139263,
2766.9483996520626,37019.26962465818,12115.715486017187,2482.7808546615274,41529.93879757336,138421.1036696722,179346.81066097983,30049.43352625625,30162.729290076884,43779.52729915531,55367.86497299732,80854.57486033133,52021.95813416489,49853.64137849617,111580.49497238081,16113.283819137307,132970.5106881344,4031.6991287191836,
2770.3781767702276,36911.027169482484,12106.865393908725,2488.845960031745,41416.238570212845,137781.43027549924,179626.18095895168,30172.809178555606,30134.281730949395,43808.31436741156,55160.053975193994,80847.81279618928,51807.84742975431,49499.36736405003,112039.30439130154,16149.613102264091,132558.43938370436,4040.6812355830766,
2783.128794164481,36990.65226252924,12106.166368996368,2480.5580843516695,41531.80527388972,138523.47054015528,179796.39313868107,30023.759916929634,30025.354832656983,43821.99384295952,55099.69558481685,80828.575907112,51673.01671582041,49704.6963418214,112086.50780098379,16145.59477928777,132134.0930321546,3997.468245552331,
2745.6754535194827,37092.99943992508,12091.20936010192,2474.8319405566494,41361.35242028756,137874.58822416444,179186.38125230058,30017.124297875936,30048.490071070148,43801.97407439613,55203.98108295197,80827.24740850904,51246.966594373465,49433.92826879619,112175.27117926958,16103.417122022933,132543.3575966634,3999.846245794651,
2766.502063641074,36876.36041434257,12100.556595772925,2474.677161301315,41495.370493488495,137864.63013680477,179264.66616288273,29989.338781325914,29999.425429383835,43805.819500383186,54990.26378994831,80862.9722945084,51481.912584666316,49694.20907057379,111783.06672536011,16091.844413193916,131775.9860346593,4000.6357685681305,
2773.134751680718,36896.65271077722,12097.065679402685,2481.384436362806,41386.772322465105,138107.02905066047,179432.35313043758,29888.160106419087,30091.82849430198,43852.42095041107,54758.15182245222,80876.75148980094,50961.43480168739,49657.105826566076,111764.89902613261,16087.891716615746,130869.72787393823,3984.5318710065803,
2745.6754535194827,37087.51537996235,12093.08796964828,2474.8319405566494,41361.35242028756,137874.58822416444,179228.34301521548,30017.124297875936,30048.490071070148,43801.97407439613,55203.98108295197,80827.24740850904,51281.48768645821,49433.92826879619,112175.27117926958,16103.417122022933,132543.3575966634,3999.846245794651,
2766.502063641074,36866.35376135633,12100.556595772925,2473.954799188552,41495.370493488495,137864.63013680477,179264.66616288273,29989.338781325914,29999.425429383835,43805.819500383186,54873.839701662924,80862.9722945084,51600.13772543615,49694.20907057379,111787.26935174385,16091.844413193916,131775.9860346593,4000.6357685681305,
2773.134751680718,36896.65271077722,12097.065679402685,2481.384436362806,41386.772322465105,138107.02905066047,179432.35313043758,29888.160106419087,30085.1766772151,43852.42095041107,54732.99887561994,80876.75148980094,50961.43480168739,49657.105826566076,111764.89902613261,16087.891716615746,130869.72787393823,3984.5318710065803,
