10646.6666666667,1615.33333333333,2020,7814.82649062269,25470.6666666667,3330.60801545017,702.333333333333,431.886154030347,560.119976317033,942.333333333333,2088.33333333333,2707,1272,5171.66666666667,56164.1725309648,11683,109578.407290168,1280.93521160742,697.125148463541,1296.33333333333,6755.24406005813,6912.22348371769
10745,1610,2024.66666666667,7854.81362493208,25587.3333333333,3330.60801545017,704,439.719727781925,559.927968135844,947.666666666667,2085,2707,1272,5120.66666666667,56232.7611297311,11657.6666666667,112407.474284791,1274.27912088954,694.812390252458,1321.33333333333,6755.24406005813,6912.22348371769
10702,1610,2020,7912.05594659556,25395,3330.60801545017,699,438.274647241863,560.566201066515,937,2085,2707,1272,5118.66666666667,55675.6305828803,11694.6666666667,109537.263756278,1262.40464402267,691.716958925837,1282.33333333333,6755.24406005813,6912.22348371769
10732,1610,2020,7821.56021301075,25524.3333333333,3330.60801545017,700.666666666667,431.774415076581,565.054762570835,937,2085,2707,1272,5073,55815.5791245835,11614.3333333333,109688.4392148,1261.68363291717,692.33409689509,1334,6755.24406005813,6912.22348371769
10711.3333333333,1610,2020,7706.98754177305,25739.3333333333,3330.60801545017,713.333333333333,438.363482371875,557.237821683357,943,2085,2707,1272,5078,55566.3340444609,11618.3333333333,110876.453762981,1276.21136993677,687.797739113768,1307.33333333333,6755.24406005813,6912.22348371769
10804.6666666667,1620.66666666667,2024.33333333333,7601.80589371194,25395,3330.60801545017,702.333333333333,435.367366524962,561.584482602816,937,2085,2707,1272,5107.66666666667,56329.5575530206,11566.3333333333,108742.126611618,1274.5981650212,692.258659196348,1317,6755.24406005813,6912.22348371769
10785.6666666667,1632,2020,7768.35980987989,25544.6666666667,3330.60801545017,702.333333333333,432.503614208674,555.292084094854,942.333333333333,2085,2707,1272,5104.33333333333,55789.460718911,11577,111003.229046419,1276.939056486,708.052498952398,1299.33333333333,6755.24406005813,6912.22348371769
10761.3333333333,1615.33333333333,2020,7890.87539855726,25395,3330.60801545017,717,435.434174468446,559.998585990583,947.666666666667,2085,2707,1272,5074.66666666667,55486.9266236601,11621.3333333333,110793.849084069,1272.67968205827,687.508874483815,1292.33333333333,6755.24406005813,6912.22348371769
10670.6666666667,1610,2020,7942.88345499929,25395,3330.60801545017,702.333333333333,439.256664308737,556.810366793766,937,2085,2707,1272,5092,55615.8795564959,11640.6666666667,109387.849619027,1267.85436484157,690.692412583302,1299.33333333333,6755.24406005813,6912.22348371769
10673.6666666667,1615.33333333333,2020,7770.04742841493,25511.6666666667,3330.60801545017,705,434.728246160622,556.071993087386,942.333333333333,2085,2707,1290.66666666667,5099,56141.2960655936,11594.6666666667,109306.948224543,1249.81152290539,682.751010815954,1294.66666666667,6755.24406005813,6912.22348371769
10847,1620.66666666667,2024.33333333333,7840.90315359009,25822,3330.60801545017,700.666666666667,438.558969788134,562.043320423102,942.333333333333,2085,2707,1272,5126.33333333333,56180.0094384949,11530,109150.359746204,1260.56101821688,695.512924337009,1314,6755.24406005813,6912.22348371769
10725.3333333333,1626.33333333333,2020,7867.4992636147,25470.6666666667,3330.60801545017,702.333333333333,430.711752163075,560.230730889174,953.666666666667,2085,2707,1272,5080.66666666667,56239.0342914859,11550.6666666667,109388.726833266,1233.85036619856,685.779646711928,1282.33333333333,6755.24406005813,6912.22348371769
