5908.60009565031,128227.203699551,83545.7382778743,5136.08362670784,54336.9419584041,233913.262689907,549121.973927883,53259.6775171109,51909.8744681242,111975.775634583,204370.839190271,201066.638433512,156789.772336036,127919.783983594,468142.893252377,51113.068419249,240121.90119714,6375.63581911614
11168.2223150334,215772.883070829,182660.192380015,9844.65585921026,99220.7249159311,433120.104517758,1027899.20686075,95257.7325513265,97394.9612369888,227553.298731124,369570.578771151,457215.790525982,291099.844914852,257479.445396318,856282.904721016,93797.5255158684,539127.804898533,13094.9534087019
5084.60466717781,109159.556763998,68692.9190801914,4279.08302213406,51418.7851719576,204304.076681014,463378.695536535,43970.4221860197,46700.6926699218,98618.0725421632,171453.47190273,149390.354251681,116930.310236098,106486.758125085,397356.072427739,43105.9265952857,207030.65929608,5729.23951440657
3001.89669981797,60751.7490102256,16563.9113433773,2654.61021100016,42867.0170829091,146052.609776649,248636.615375135,32039.895950385,32035.6234668584,48739.7869866353,82162.5131951273,84773.5977041869,53052.9497390951,55086.9485688628,194943.632882932,21937.8842457389,138415.589086801,4211.29641534226
6634.76634925424,128368.312626075,87927.5851852414,5456.83981483086,61016.6801566364,248584.227996175,567481.887688925,53887.1851856395,57558.224107485,125910.150477507,204440.700085277,227896.118135015,167394.044361827,142329.353651374,477715.115259148,52359.0425673251,256719.239691129,7410.10024434781
4103.69283485802,81612.8140913914,26357.9830778193,3583.84107025518,45804.09671577,160962.606221325,346225.721906179,35958.0589747841,37123.5371373482,70689.1106339267,123656.448174258,105414.663357633,69295.0742835441,80199.8956630759,257763.78959201,35027.2017888223,191123.357943363,5106.44530722572
20514.7249077556,330788.327803666,318905.957865236,16714.9386194952,146235.708786044,738278.110660048,1640396.36352682,163563.26784738,168058.002307737,391573.908550182,574289.306938308,846229.889350376,591889.728832185,452925.242004411,1376036.78580189,153793.906706894,871682.352330359,22579.0898181185
20832.6433119231,335999.565040481,316838.932439869,16771.4938557005,150362.190629417,732842.984536851,1679652.15655754,156756.850022353,166215.030850731,382458.129767812,571636.017831798,861281.155500697,588409.787802396,453160.269259009,1378199.57529805,152852.915384821,884270.544693042,22970.5902935832
21104.7300393261,333684.070833117,326990.188135708,16848.1649480305,146598.903379315,736710.75355607,1664285.61559021,162424.861353928,160948.345582374,384932.895884394,583368.444357986,844204.705020644,571588.673084194,461006.623286831,1335973.1955981,154177.352410362,853624.07726636,22639.6945364222
21247.1229496102,331373.279076168,322495.953317246,16653.4849793302,143289.967191448,705033.412697334,1679708.04937167,161401.38834256,168192.19801225,382598.191300248,565128.708608614,856769.868078138,582472.191575042,450007.699400172,1388273.92140252,152568.741510029,882401.069704229,22249.3245795989
