21457.0427866081,329144.32089808,316335.805428046,16736.8367758906,140165.357067676,708571.130871174,1653915.40397856,163456.349134405,165381.460125997,394149.461939952,571633.844418515,873569.606728584,569027.918348699,454018.827142726,1371473.64825483,153639.628291477,874629.884242582,22669.8910482231
21166.7899504491,331472.433235354,317533.296355877,16630.8123555516,150389.868405464,740033.606238543,1693653.15155636,158362.262762568,162400.352537455,393586.318663877,568196.548673061,875626.125329935,559277.734538931,459259.572046107,1362681.72280348,153455.434781791,866501.366915266,22981.0476740901
3786.60526131251,113232.332708789,29412.2949166008,3243.5157872479,45600.8675272943,166218.595075539,388822.530142728,34000.2575038859,35500.6413514701,71544.9278583501,156712.989498897,97701.1209764714,65313.1223522596,74583.2342767009,319066.259123313,36349.8777690693,168004.721655553,4798.28476529776
4011.00362745317,110617.772726068,30666.2963551695,3466.93039808855,45381.9765759563,162102.51815368,419399.653063675,34785.3502363249,34595.6192616299,73748.3422261755,158119.033640047,96245.5519190494,65259.9379812464,78966.1155485943,310443.964189307,39445.8060327302,170537.759557899,4621.85547889019
3794.61743407627,107528.362948488,26591.2774885752,3276.94380337946,45582.8788118119,165153.424842914,398791.889351064,33799.0843858873,33865.9504865363,73637.5858013038,156882.373688401,107239.560409355,62762.7510382746,74993.1245097157,339288.066778132,39117.2206262829,158024.883411522,4803.30559901654
3484.87118701381,116330.471069563,28867.7538764203,3377.10302274847,44528.3283988324,161390.399263312,384701.963756165,33104.4767043287,34395.6467963196,72033.6775911803,159155.184298414,91978.6996287377,61917.5066557076,73001.9170474464,321597.454348353,39998.4455736993,171148.250170592,4674.41194015645
3735.66094550263,109870.727238952,30911.1760083572,3495.02709418457,46298.1255030943,168346.562538275,396767.133127302,33945.7261384558,33683.8895393827,67528.7618229187,153957.764808591,92618.6214549233,60464.276266399,77875.8774983994,310959.844394188,35805.3813077632,158384.236486914,4714.53609334211
3825.58103642527,115665.183006877,27543.1631810966,3408.47575602211,46049.8604092999,163069.854432091,436945.584567543,35869.4217356046,35220.797108915,71073.7555116702,151562.186057199,100017.327893729,64712.5516796949,81421.2296011506,366252.112443697,37212.9137909237,177542.172180479,4868.27800645224
5436.91422371938,109953.065803983,76424.5200428886,4620.15985728026,55685.6214010865,225463.46621505,474867.691772877,49441.7291225264,52319.9979424667,98348.0798147484,167617.303977459,200369.93429647,154312.868622139,111818.00634873,406630.443580848,47277.2721550915,241701.254153443,6485.45863414616
8327.42765727141,157038.00174803,97625.3573354285,6795.0335509715,74441.7366736202,312897.19683034,701204.68090601,66532.0639455326,67310.569024008,155307.553382694,236376.883127299,310190.225487853,191130.073866267,157441.663365063,609655.004147313,62948.4060693522,367458.111163469,9443.42633066182
5130.92277649658,102939.887400742,63973.452128475,4255.03917572746,52919.3575710507,208585.129623048,439861.982990644,43362.3467816771,47704.1027850918,94867.8646517207,155758.706567621,146602.15058105,133107.166589062,100417.969705951,379199.026141703,41762.3064824194,204933.83133757,5752.35714278782
2976.21248609623,59371.8360410522,17194.3712960969,2612.78367393694,42276.7087737104,146008.363016277,254205.079358989,31553.9017811828,31699.6739873851,47670.117242023,85716.280506686,87102.8132401785,55071.303942379,53536.1072131513,181094.171577486,22090.9869625825,133214.310259073,4233.05212176136
5275.75421533774,106537.109203862,64888.0087451502,4356.22804227596,57357.4617417658,204274.122599708,457523.995312411,46416.248272445,49311.1073332439,98805.3210896396,164443.367805864,163135.681788903,135452.440374972,98388.9342835717,381727.617884349,42565.3977274923,225529.195030008,6335.83509315197
4001.12187379558,84001.6163434802,26446.9888527575,3337.10000930787,46012.3405130775,167274.630411767,349658.176881592,36388.3155825416,36011.5357453001,68814.0186241785,128415.234539024,96623.1166495305,64733.0609770047,75454.3939632025,292096.563359825,31579.9598411799,178416.776325508,4818.34938178769
8188.69733124279,166190.205169358,139550.319837209,6505.60435400987,70625.500923121,324858.989416659,765710.153832002,64898.0821373071,73243.2016853935,166716.875993882,290151.625825051,387649.230933978,257232.717687653,163125.051136587,643082.526667728,72316.1232772197,370395.47540004,8860.42466999856
10194.0772916395,177535.323464085,162236.370341428,9319.08591305246,102129.569958938,468594.995179533,966144.845001698,86224.1170119433,89868.7038080874,219300.330071244,330189.454059531,450263.471825881,308056.556725134,227481.897923583,795064.857141336,88984.7819679552,545589.245405221,12216.4920729288
6966.48897084969,182559.258662122,125384.707146174,5687.8077167813,56824.9421377655,256531.280586744,705860.018529584,65956.7035556944,53749.7685077713,148402.872983969,259529.075229613,259853.052610337,182480.330602673,184678.55267575,593367.404402393,66743.1187408396,301557.316161321,9829.61608063443
8629.1325465991,182404.405811744,120731.53412428,6941.09894841767,67026.129271602,290162.56634029,850582.536774315,51738.3301531519,56526.3111463023,180365.389605134,290084.543858341,225046.605734045,145812.357872299,166050.081523862,729948.508125579,83979.356826793,362264.777487546,8302.37329049822
7114.49680574188,165573.904057261,121668.66369919,5248.12002155675,58316.4862212449,236696.761300851,740015.185262539,54914.0808738815,52128.3814224418,149610.186303006,268611.650698309,236474.772042047,144902.286425527,158192.042302077,650485.443981786,66923.3583159164,292953.40861634,7892.06810722428
11094.2320822522,188937.226715135,147226.729915095,7831.70644320293,78382.1894633409,337932.063179426,956602.458580411,62632.8503532212,68814.0465209068,205578.742678787,338228.33564706,337033.932595243,173421.03805867,190681.594488995,797872.525684933,88150.211024349,437993.496490435,9216.30116031761
7285.55434842549,133562.097866019,112124.233973063,5961.01508164191,66045.7114238395,288862.777503064,575357.342597622,69937.3238077695,66202.8669982629,135476.607448475,207412.236952666,343739.366966588,241904.568391583,145185.911901937,509417.951269363,55528.7943303021,311707.896252856,8388.08245030165
9629.4276864525,187199.499071973,149074.568895499,8083.21447982574,82679.9881985329,373385.418526384,882208.590278276,86371.8631546696,82109.1622586945,192451.737302283,310080.495578912,441715.619089697,273683.345968064,217907.889302948,736267.38595501,81881.4269261671,421504.231304437,10885.3408120918
5678.18715972111,111086.901612588,86640.9696176814,4483.79516110711,53796.8786963124,211676.954873188,487643.207203763,47698.8993508676,47105.8585530913,106398.202223987,175214.777665212,186211.06367778,153712.653188336,119721.008766386,416632.203658894,44167.139101943,222452.355368285,6239.63672515853
3042.0725932804,66389.9536700516,20266.9867958319,2753.33416757634,42946.4928019471,149591.428760613,254803.108237898,32890.3333176688,32874.0488534566,51273.424565649,92951.2491441437,87395.3851944128,57758.959180217,55148.4072700286,191646.617700258,22529.7688443996,137149.106812601,4354.64824256708
5584.31402739613,117849.137019417,82930.8168416716,4664.97765978852,56292.1391216231,230365.873189506,516971.00894361,49904.6405964646,49332.0123067119,105401.19959868,181196.272740531,210656.791547658,168431.440559135,118747.998887494,423553.284288654,46693.244769863,242731.071635033,6847.13938674712
4099.58859767724,91071.2510572365,32591.3741365297,3454.09538741328,47945.015735083,169570.891333616,351021.594043238,36381.4865117971,36346.5255277095,74777.239876926,140144.6852634,103872.306844558,69251.8734407011,82903.1618583517,308011.80304628,37571.6173212787,177388.346443388,5079.85008402283
6958.12482828696,130873.816139568,117462.971028427,5932.26493998057,67357.7270207542,289588.305145778,587728.139071574,65216.6948012849,70024.4345007342,139946.587172462,215362.388544825,339244.053838484,242214.186842089,153061.194693446,506572.880430988,56887.7953483186,337713.943958969,8392.27600510971
12384.8404094488,221601.052513222,177859.27709019,10792.076645919,99020.3210111137,499098.017652925,1004971.09830991,111231.090715641,107217.07201488,240083.075744966,371386.470770168,546925.431468915,346968.469993904,284185.999030868,860741.341551243,99010.2216390586,558738.367526914,14561.1413814245
5479.19708456955,119115.120632873,79658.6826571066,4466.04531284819,53554.4206310989,220577.091573764,539254.501640499,46730.8722133271,47310.4862650184,110159.347831713,202974.958559073,209469.06123221,148135.141170765,118012.986242849,443188.67936601,46898.3193746437,228860.292335801,6299.07336302593
3185.97034729615,74042.6456779481,26255.5628078343,2837.52433881279,43941.4565764193,152206.434207179,296419.482659341,32713.6864213189,33011.7995314891,55768.8260803728,116399.015053466,85822.1705540714,58304.0338968954,58858.9726451204,232337.665215519,27256.3250371192,139552.512879894,4337.45419086723
5178.69936691069,119193.840337659,79307.0971474396,4492.65326504017,56353.0966485842,217245.174866652,556126.6061859,53769.184956011,52176.8980694468,105248.82517275,196431.598002653,174285.484554827,120491.330800231,109724.540417575,447081.072672541,46848.8303829848,204905.383655605,6249.08150399165
6124.73412305771,148419.572631999,80685.9369332697,5233.27597239734,57094.6566364967,234438.64204238,640958.622518102,47534.5457608118,47254.0141511716,129854.878245336,261833.491012133,160354.585015379,102715.197121833,123760.91335066,561796.607685196,62291.9985315372,269070.368728693,6484.87484070726
